Student ID,Student Name,Class,Section,Department,Fee Category,Amount Due,Amount Paid,Balance,Payment Status,Payment Mode,Due Date,Payment Date,Academic Year,Guardian Email,Remarks
STU0001480,Student 1480,2,D,Commerce,Library,15000,0,15000,Pending,Cheque,2026-08-22,2026-01-21,2025-2026,guardian1480@example.com,"Fee record for term 3"
STU0001481,Student 1481,6,C,Pre-Primary,Transport,12000,12000,0,Paid,Card,2026-03-18,2026-05-16,2025-2026,guardian1481@example.com,"Fee record for term 2"
STU0001482,Student 1482,12,A,Arts,Exam,15000,15000,0,Paid,Cash,2026-03-21,2026-05-21,2025-2026,guardian1482@example.com,"Fee record for term 1"
STU0001483,Student 1483,12,C,Senior,Hostel,22000,0,22000,Overdue,UPI,2026-09-24,2026-02-20,2025-2026,guardian1483@example.com,"Fee record for term 2"
STU0001484,Student 1484,9,D,Pre-Primary,Exam,30000,0,30000,Waived,Cash,2026-04-12,2026-09-23,2025-2026,guardian1484@example.com,"Fee record for term 2"
STU0001485,Student 1485,4,B,Science,Transport,12000,0,12000,Overdue,Cash,2026-08-27,2026-01-19,2025-2026,guardian1485@example.com,"Fee record for term 3"
STU0001486,Student 1486,8,C,Primary,Activity,18000,18000,0,Paid,UPI,2026-04-20,2026-06-14,2025-2026,guardian1486@example.com,"Fee record for term 2"
STU0001487,Student 1487,11,C,Pre-Primary,Tuition,30000,7500,22500,Partial,UPI,2026-02-28,2026-09-17,2025-2026,guardian1487@example.com,"Fee record for term 2"
STU0001488,Student 1488,4,A,Secondary,Activity,12000,0,12000,Pending,NEFT,2026-06-24,2026-09-12,2025-2026,guardian1488@example.com,"Fee record for term 3"
STU0001489,Student 1489,10,D,Arts,Hostel,15000,0,15000,Pending,Cheque,2026-05-10,2026-07-23,2025-2026,guardian1489@example.com,"Fee record for term 2"
STU0001490,Student 1490,9,B,Science,Hostel,22000,11000,11000,Partial,UPI,2026-07-24,2026-02-21,2025-2026,guardian1490@example.com,"Fee record for term 3"
STU0001491,Student 1491,7,D,Pre-Primary,Lab,12000,6000,6000,Partial,UPI,2026-08-19,2026-02-11,2025-2026,guardian1491@example.com,"Fee record for term 3"
STU0001492,Student 1492,11,C,Senior,Exam,12000,3000,9000,Partial,Card,2026-05-18,2026-02-23,2025-2026,guardian1492@example.com,"Fee record for term 1"
STU0001493,Student 1493,2,A,Arts,Activity,18000,0,18000,Overdue,NEFT,2026-07-24,2026-05-19,2025-2026,guardian1493@example.com,"Fee record for term 2"
STU0001494,Student 1494,2,D,Secondary,Lab,18000,0,18000,Waived,NEFT,2026-07-22,2026-07-10,2025-2026,guardian1494@example.com,"Fee record for term 2"
STU0001495,Student 1495,9,A,Secondary,Library,18000,18000,0,Paid,Card,2026-06-10,2026-03-15,2025-2026,guardian1495@example.com,"Fee record for term 2"
STU0001496,Student 1496,11,A,Commerce,Exam,18000,0,18000,Overdue,NEFT,2026-02-25,2026-09-21,2025-2026,guardian1496@example.com,"Fee record for term 1"
STU0001497,Student 1497,12,B,Arts,Activity,25000,25000,0,Paid,Card,2026-08-24,2026-07-25,2025-2026,guardian1497@example.com,"Fee record for term 2"
STU0001498,Student 1498,5,A,Secondary,Activity,18000,0,18000,Waived,Card,2026-09-18,2026-07-13,2025-2026,guardian1498@example.com,"Fee record for term 2"
STU0001499,Student 1499,12,A,Science,Library,25000,6250,18750,Partial,Card,2026-01-14,2026-09-28,2025-2026,guardian1499@example.com,"Fee record for term 2"
STU0001500,Student 1500,8,A,Senior,Hostel,22000,0,22000,Pending,NEFT,2026-03-26,2026-02-10,2025-2026,guardian1500@example.com,"Fee record for term 3"
STU0001501,Student 1501,11,B,Arts,Hostel,30000,30000,0,Paid,Cheque,2026-08-13,2026-02-27,2025-2026,guardian1501@example.com,"Fee record for term 2"
STU0001502,Student 1502,12,C,Arts,Hostel,25000,0,25000,Pending,Cash,2026-01-10,2026-04-27,2025-2026,guardian1502@example.com,"Fee record for term 2"
STU0001503,Student 1503,5,C,Commerce,Exam,22000,11000,11000,Partial,Card,2026-06-22,2026-08-26,2025-2026,guardian1503@example.com,"Fee record for term 1"
STU0001504,Student 1504,1,A,Secondary,Library,18000,0,18000,Waived,NEFT,2026-09-22,2026-01-28,2025-2026,guardian1504@example.com,"Fee record for term 1"
STU0001505,Student 1505,11,B,Primary,Activity,22000,0,22000,Overdue,Cheque,2026-05-22,2026-07-27,2025-2026,guardian1505@example.com,"Fee record for term 1"
STU0001506,Student 1506,1,B,Science,Hostel,30000,7500,22500,Partial,Card,2026-05-22,2026-04-18,2025-2026,guardian1506@example.com,"Fee record for term 3"
STU0001507,Student 1507,5,C,Senior,Tuition,15000,0,15000,Pending,UPI,2026-07-21,2026-02-17,2025-2026,guardian1507@example.com,"Fee record for term 3"
STU0001508,Student 1508,4,D,Secondary,Hostel,18000,0,18000,Overdue,Cash,2026-09-20,2026-04-16,2025-2026,guardian1508@example.com,"Fee record for term 3"
STU0001509,Student 1509,12,A,Secondary,Exam,22000,22000,0,Paid,UPI,2026-09-27,2026-08-10,2025-2026,guardian1509@example.com,"Fee record for term 3"
STU0001510,Student 1510,12,C,Commerce,Tuition,22000,22000,0,Paid,NEFT,2026-01-14,2026-05-24,2025-2026,guardian1510@example.com,"Fee record for term 1"
STU0001511,Student 1511,8,B,Secondary,Hostel,15000,0,15000,Pending,Cash,2026-04-24,2026-02-27,2025-2026,guardian1511@example.com,"Fee record for term 3"
STU0001512,Student 1512,11,C,Secondary,Tuition,15000,0,15000,Overdue,NEFT,2026-01-21,2026-05-22,2025-2026,guardian1512@example.com,"Fee record for term 1"
STU0001513,Student 1513,9,D,Secondary,Tuition,22000,0,22000,Overdue,Card,2026-07-13,2026-04-15,2025-2026,guardian1513@example.com,"Fee record for term 1"
STU0001514,Student 1514,7,A,Arts,Lab,22000,5500,16500,Partial,Cheque,2026-03-25,2026-09-15,2025-2026,guardian1514@example.com,"Fee record for term 3"
STU0001515,Student 1515,2,A,Secondary,Lab,12000,12000,0,Paid,NEFT,2026-02-20,2026-05-23,2025-2026,guardian1515@example.com,"Fee record for term 2"
STU0001516,Student 1516,8,B,Secondary,Activity,15000,0,15000,Waived,NEFT,2026-09-26,2026-08-10,2025-2026,guardian1516@example.com,"Fee record for term 2"
STU0001517,Student 1517,4,C,Senior,Hostel,25000,0,25000,Waived,Cash,2026-05-18,2026-03-14,2025-2026,guardian1517@example.com,"Fee record for term 1"
STU0001518,Student 1518,10,B,Commerce,Transport,15000,3750,11250,Partial,UPI,2026-09-21,2026-03-10,2025-2026,guardian1518@example.com,"Fee record for term 1"
STU0001519,Student 1519,4,B,Arts,Transport,30000,0,30000,Overdue,Cash,2026-03-12,2026-09-13,2025-2026,guardian1519@example.com,"Fee record for term 1"
STU0001520,Student 1520,9,A,Commerce,Hostel,18000,0,18000,Waived,Cheque,2026-04-15,2026-06-17,2025-2026,guardian1520@example.com,"Fee record for term 2"
STU0001521,Student 1521,6,D,Commerce,Library,18000,0,18000,Pending,Card,2026-06-18,2026-06-10,2025-2026,guardian1521@example.com,"Fee record for term 3"
STU0001522,Student 1522,4,C,Pre-Primary,Lab,30000,22500,7500,Partial,Card,2026-01-26,2026-09-20,2025-2026,guardian1522@example.com,"Fee record for term 3"
STU0001523,Student 1523,12,A,Science,Activity,18000,0,18000,Overdue,Cash,2026-02-13,2026-08-22,2025-2026,guardian1523@example.com,"Fee record for term 3"
STU0001524,Student 1524,1,A,Primary,Exam,22000,22000,0,Paid,Cheque,2026-03-25,2026-05-11,2025-2026,guardian1524@example.com,"Fee record for term 3"
STU0001525,Student 1525,6,B,Commerce,Activity,22000,22000,0,Paid,Cash,2026-05-12,2026-05-21,2025-2026,guardian1525@example.com,"Fee record for term 3"
STU0001526,Student 1526,8,C,Senior,Transport,15000,0,15000,Pending,UPI,2026-02-17,2026-08-13,2025-2026,guardian1526@example.com,"Fee record for term 1"
STU0001527,Student 1527,5,B,Science,Library,15000,0,15000,Overdue,UPI,2026-03-27,2026-01-14,2025-2026,guardian1527@example.com,"Fee record for term 3"
STU0001528,Student 1528,9,B,Commerce,Activity,25000,0,25000,Waived,Card,2026-07-19,2026-05-16,2025-2026,guardian1528@example.com,"Fee record for term 3"
STU0001529,Student 1529,8,A,Senior,Tuition,15000,0,15000,Pending,Card,2026-08-11,2026-03-24,2025-2026,guardian1529@example.com,"Fee record for term 1"
STU0001530,Student 1530,4,B,Secondary,Exam,15000,0,15000,Overdue,Card,2026-09-20,2026-01-19,2025-2026,guardian1530@example.com,"Fee record for term 2"
STU0001531,Student 1531,1,C,Pre-Primary,Hostel,18000,0,18000,Waived,Card,2026-04-12,2026-04-16,2025-2026,guardian1531@example.com,"Fee record for term 1"
STU0001532,Student 1532,11,C,Arts,Hostel,12000,0,12000,Overdue,Cheque,2026-06-23,2026-04-15,2025-2026,guardian1532@example.com,"Fee record for term 2"
STU0001533,Student 1533,10,D,Science,Transport,22000,5500,16500,Partial,UPI,2026-05-12,2026-07-20,2025-2026,guardian1533@example.com,"Fee record for term 1"
STU0001534,Student 1534,6,A,Primary,Library,18000,0,18000,Waived,Cheque,2026-08-16,2026-06-17,2025-2026,guardian1534@example.com,"Fee record for term 3"
STU0001535,Student 1535,7,C,Senior,Activity,30000,0,30000,Pending,Cheque,2026-09-21,2026-08-12,2025-2026,guardian1535@example.com,"Fee record for term 2"
STU0001536,Student 1536,2,A,Primary,Tuition,22000,0,22000,Overdue,NEFT,2026-01-18,2026-04-14,2025-2026,guardian1536@example.com,"Fee record for term 3"
STU0001537,Student 1537,3,A,Science,Hostel,12000,12000,0,Paid,NEFT,2026-04-20,2026-09-21,2025-2026,guardian1537@example.com,"Fee record for term 3"
STU0001538,Student 1538,9,C,Secondary,Library,30000,0,30000,Overdue,Cheque,2026-04-12,2026-06-10,2025-2026,guardian1538@example.com,"Fee record for term 1"
STU0001539,Student 1539,8,B,Secondary,Tuition,25000,25000,0,Paid,UPI,2026-07-20,2026-07-28,2025-2026,guardian1539@example.com,"Fee record for term 2"
STU0001540,Student 1540,11,B,Arts,Tuition,22000,0,22000,Overdue,Cheque,2026-07-27,2026-06-18,2025-2026,guardian1540@example.com,"Fee record for term 2"
STU0001541,Student 1541,1,A,Pre-Primary,Exam,15000,0,15000,Pending,Cheque,2026-05-15,2026-07-19,2025-2026,guardian1541@example.com,"Fee record for term 3"
STU0001542,Student 1542,12,C,Pre-Primary,Exam,18000,0,18000,Waived,Cheque,2026-06-15,2026-08-12,2025-2026,guardian1542@example.com,"Fee record for term 1"
STU0001543,Student 1543,10,D,Senior,Lab,18000,0,18000,Waived,Cash,2026-06-28,2026-03-14,2025-2026,guardian1543@example.com,"Fee record for term 2"
STU0001544,Student 1544,12,A,Senior,Tuition,12000,6000,6000,Partial,Cash,2026-04-11,2026-05-21,2025-2026,guardian1544@example.com,"Fee record for term 1"
STU0001545,Student 1545,10,B,Secondary,Library,22000,22000,0,Paid,Cash,2026-07-13,2026-08-17,2025-2026,guardian1545@example.com,"Fee record for term 1"
STU0001546,Student 1546,7,B,Commerce,Tuition,12000,0,12000,Pending,Cash,2026-03-27,2026-04-16,2025-2026,guardian1546@example.com,"Fee record for term 3"
STU0001547,Student 1547,9,C,Senior,Exam,15000,0,15000,Waived,Card,2026-01-23,2026-06-25,2025-2026,guardian1547@example.com,"Fee record for term 3"
STU0001548,Student 1548,4,B,Pre-Primary,Transport,22000,0,22000,Overdue,UPI,2026-07-27,2026-01-19,2025-2026,guardian1548@example.com,"Fee record for term 1"
STU0001549,Student 1549,4,D,Primary,Library,15000,0,15000,Waived,UPI,2026-09-16,2026-02-22,2025-2026,guardian1549@example.com,"Fee record for term 2"
STU0001550,Student 1550,10,C,Senior,Transport,30000,0,30000,Waived,Cash,2026-01-10,2026-04-23,2025-2026,guardian1550@example.com,"Fee record for term 1"
STU0001551,Student 1551,4,D,Science,Tuition,12000,0,12000,Waived,UPI,2026-03-13,2026-07-10,2025-2026,guardian1551@example.com,"Fee record for term 2"
STU0001552,Student 1552,10,B,Science,Transport,18000,0,18000,Waived,Card,2026-06-13,2026-03-24,2025-2026,guardian1552@example.com,"Fee record for term 1"
STU0001553,Student 1553,6,A,Science,Lab,22000,0,22000,Pending,Card,2026-03-13,2026-09-15,2025-2026,guardian1553@example.com,"Fee record for term 2"
STU0001554,Student 1554,5,B,Secondary,Lab,22000,0,22000,Overdue,Cheque,2026-01-11,2026-07-14,2025-2026,guardian1554@example.com,"Fee record for term 1"
STU0001555,Student 1555,12,B,Senior,Library,15000,15000,0,Paid,Cash,2026-06-23,2026-01-11,2025-2026,guardian1555@example.com,"Fee record for term 3"
STU0001556,Student 1556,7,C,Pre-Primary,Tuition,15000,0,15000,Overdue,UPI,2026-07-27,2026-02-26,2025-2026,guardian1556@example.com,"Fee record for term 2"
STU0001557,Student 1557,5,A,Secondary,Hostel,25000,12500,12500,Partial,Card,2026-07-25,2026-04-20,2025-2026,guardian1557@example.com,"Fee record for term 3"
STU0001558,Student 1558,9,D,Pre-Primary,Exam,15000,0,15000,Pending,UPI,2026-09-25,2026-03-15,2025-2026,guardian1558@example.com,"Fee record for term 1"
STU0001559,Student 1559,3,A,Secondary,Exam,15000,0,15000,Overdue,Cheque,2026-09-16,2026-07-21,2025-2026,guardian1559@example.com,"Fee record for term 2"
STU0001560,Student 1560,11,C,Arts,Lab,18000,0,18000,Waived,Card,2026-05-10,2026-06-24,2025-2026,guardian1560@example.com,"Fee record for term 2"
STU0001561,Student 1561,1,A,Commerce,Library,30000,15000,15000,Partial,NEFT,2026-01-24,2026-02-23,2025-2026,guardian1561@example.com,"Fee record for term 3"
STU0001562,Student 1562,10,B,Primary,Exam,25000,0,25000,Pending,NEFT,2026-08-16,2026-01-10,2025-2026,guardian1562@example.com,"Fee record for term 3"
STU0001563,Student 1563,12,D,Pre-Primary,Lab,25000,0,25000,Pending,UPI,2026-09-10,2026-07-10,2025-2026,guardian1563@example.com,"Fee record for term 1"
STU0001564,Student 1564,8,C,Commerce,Hostel,12000,12000,0,Paid,Card,2026-05-22,2026-02-16,2025-2026,guardian1564@example.com,"Fee record for term 2"
STU0001565,Student 1565,2,D,Secondary,Activity,15000,15000,0,Paid,NEFT,2026-08-22,2026-03-19,2025-2026,guardian1565@example.com,"Fee record for term 1"
STU0001566,Student 1566,5,C,Secondary,Transport,15000,15000,0,Paid,Card,2026-07-22,2026-08-10,2025-2026,guardian1566@example.com,"Fee record for term 2"
STU0001567,Student 1567,4,D,Science,Activity,30000,0,30000,Pending,Cheque,2026-06-14,2026-01-21,2025-2026,guardian1567@example.com,"Fee record for term 1"
STU0001568,Student 1568,4,C,Secondary,Library,25000,0,25000,Overdue,UPI,2026-03-23,2026-08-15,2025-2026,guardian1568@example.com,"Fee record for term 2"
STU0001569,Student 1569,5,B,Commerce,Tuition,18000,13500,4500,Partial,UPI,2026-06-26,2026-05-20,2025-2026,guardian1569@example.com,"Fee record for term 3"
STU0001570,Student 1570,3,D,Senior,Library,12000,0,12000,Pending,Cash,2026-03-25,2026-07-19,2025-2026,guardian1570@example.com,"Fee record for term 3"
STU0001571,Student 1571,5,C,Senior,Transport,12000,0,12000,Pending,NEFT,2026-08-25,2026-08-20,2025-2026,guardian1571@example.com,"Fee record for term 1"
STU0001572,Student 1572,6,A,Pre-Primary,Exam,15000,0,15000,Pending,UPI,2026-05-10,2026-07-22,2025-2026,guardian1572@example.com,"Fee record for term 2"
STU0001573,Student 1573,11,B,Science,Lab,18000,0,18000,Waived,Cheque,2026-08-27,2026-09-23,2025-2026,guardian1573@example.com,"Fee record for term 3"
STU0001574,Student 1574,6,B,Senior,Library,22000,0,22000,Pending,Cheque,2026-04-28,2026-02-25,2025-2026,guardian1574@example.com,"Fee record for term 3"
STU0001575,Student 1575,9,D,Commerce,Hostel,25000,0,25000,Waived,UPI,2026-06-26,2026-08-27,2025-2026,guardian1575@example.com,"Fee record for term 3"
STU0001576,Student 1576,9,C,Commerce,Library,30000,0,30000,Waived,Card,2026-02-24,2026-08-17,2025-2026,guardian1576@example.com,"Fee record for term 3"
STU0001577,Student 1577,8,D,Senior,Exam,25000,25000,0,Paid,UPI,2026-01-27,2026-06-25,2025-2026,guardian1577@example.com,"Fee record for term 3"
STU0001578,Student 1578,6,C,Primary,Activity,25000,0,25000,Overdue,Cash,2026-01-13,2026-09-18,2025-2026,guardian1578@example.com,"Fee record for term 1"
STU0001579,Student 1579,6,A,Science,Transport,30000,30000,0,Paid,UPI,2026-06-21,2026-06-24,2025-2026,guardian1579@example.com,"Fee record for term 1"
STU0001580,Student 1580,12,C,Secondary,Library,25000,6250,18750,Partial,Cheque,2026-09-22,2026-05-17,2025-2026,guardian1580@example.com,"Fee record for term 2"
STU0001581,Student 1581,6,B,Commerce,Hostel,30000,30000,0,Paid,UPI,2026-06-21,2026-05-19,2025-2026,guardian1581@example.com,"Fee record for term 3"
STU0001582,Student 1582,9,C,Senior,Activity,22000,0,22000,Waived,Cheque,2026-07-18,2026-01-15,2025-2026,guardian1582@example.com,"Fee record for term 1"
STU0001583,Student 1583,3,B,Secondary,Activity,15000,11250,3750,Partial,Cheque,2026-06-27,2026-05-25,2025-2026,guardian1583@example.com,"Fee record for term 1"
STU0001584,Student 1584,5,D,Arts,Library,22000,0,22000,Overdue,NEFT,2026-09-17,2026-05-18,2025-2026,guardian1584@example.com,"Fee record for term 3"
STU0001585,Student 1585,5,B,Pre-Primary,Exam,22000,22000,0,Paid,NEFT,2026-01-22,2026-05-16,2025-2026,guardian1585@example.com,"Fee record for term 2"
STU0001586,Student 1586,12,C,Commerce,Tuition,22000,22000,0,Paid,UPI,2026-03-13,2026-01-14,2025-2026,guardian1586@example.com,"Fee record for term 1"
STU0001587,Student 1587,5,B,Arts,Exam,18000,0,18000,Waived,UPI,2026-02-19,2026-02-21,2025-2026,guardian1587@example.com,"Fee record for term 1"
STU0001588,Student 1588,12,D,Pre-Primary,Hostel,30000,0,30000,Overdue,UPI,2026-02-23,2026-01-20,2025-2026,guardian1588@example.com,"Fee record for term 2"
STU0001589,Student 1589,4,C,Arts,Activity,22000,22000,0,Paid,Card,2026-03-12,2026-02-11,2025-2026,guardian1589@example.com,"Fee record for term 3"
STU0001590,Student 1590,12,A,Secondary,Activity,30000,0,30000,Waived,Cash,2026-04-23,2026-07-17,2025-2026,guardian1590@example.com,"Fee record for term 1"
STU0001591,Student 1591,4,D,Primary,Hostel,18000,9000,9000,Partial,Cheque,2026-03-26,2026-07-25,2025-2026,guardian1591@example.com,"Fee record for term 1"
STU0001592,Student 1592,5,D,Commerce,Hostel,15000,0,15000,Waived,NEFT,2026-08-26,2026-07-12,2025-2026,guardian1592@example.com,"Fee record for term 3"
STU0001593,Student 1593,11,C,Primary,Tuition,12000,12000,0,Paid,Card,2026-08-21,2026-02-25,2025-2026,guardian1593@example.com,"Fee record for term 3"
STU0001594,Student 1594,4,A,Primary,Activity,12000,9000,3000,Partial,Card,2026-01-26,2026-01-26,2025-2026,guardian1594@example.com,"Fee record for term 2"
STU0001595,Student 1595,6,C,Primary,Transport,12000,3000,9000,Partial,UPI,2026-04-27,2026-07-18,2025-2026,guardian1595@example.com,"Fee record for term 3"
STU0001596,Student 1596,8,B,Commerce,Library,18000,18000,0,Paid,Cheque,2026-08-24,2026-02-12,2025-2026,guardian1596@example.com,"Fee record for term 2"
STU0001597,Student 1597,4,D,Science,Exam,15000,3750,11250,Partial,Card,2026-01-17,2026-09-14,2025-2026,guardian1597@example.com,"Fee record for term 1"
STU0001598,Student 1598,3,D,Secondary,Tuition,30000,0,30000,Pending,Cheque,2026-08-11,2026-05-10,2025-2026,guardian1598@example.com,"Fee record for term 2"
STU0001599,Student 1599,6,C,Arts,Lab,15000,7500,7500,Partial,Cheque,2026-05-26,2026-08-27,2025-2026,guardian1599@example.com,"Fee record for term 2"
STU0001600,Student 1600,7,A,Senior,Exam,15000,11250,3750,Partial,Cash,2026-05-18,2026-04-17,2025-2026,guardian1600@example.com,"Fee record for term 2"
STU0001601,Student 1601,9,B,Science,Activity,15000,11250,3750,Partial,UPI,2026-05-14,2026-09-12,2025-2026,guardian1601@example.com,"Fee record for term 3"
STU0001602,Student 1602,4,B,Arts,Transport,30000,0,30000,Overdue,Card,2026-02-27,2026-09-10,2025-2026,guardian1602@example.com,"Fee record for term 1"
STU0001603,Student 1603,7,D,Pre-Primary,Transport,30000,0,30000,Pending,Card,2026-09-14,2026-08-21,2025-2026,guardian1603@example.com,"Fee record for term 2"
STU0001604,Student 1604,11,D,Secondary,Library,12000,0,12000,Pending,UPI,2026-04-14,2026-01-25,2025-2026,guardian1604@example.com,"Fee record for term 2"
STU0001605,Student 1605,5,B,Arts,Exam,18000,4500,13500,Partial,Cash,2026-09-13,2026-09-17,2025-2026,guardian1605@example.com,"Fee record for term 1"
STU0001606,Student 1606,5,B,Commerce,Transport,30000,15000,15000,Partial,Cash,2026-01-26,2026-07-11,2025-2026,guardian1606@example.com,"Fee record for term 1"
STU0001607,Student 1607,10,C,Pre-Primary,Library,22000,0,22000,Overdue,UPI,2026-05-17,2026-05-14,2025-2026,guardian1607@example.com,"Fee record for term 3"
STU0001608,Student 1608,12,D,Pre-Primary,Activity,30000,0,30000,Overdue,NEFT,2026-02-19,2026-05-23,2025-2026,guardian1608@example.com,"Fee record for term 1"
STU0001609,Student 1609,7,A,Primary,Lab,12000,12000,0,Paid,Cheque,2026-06-15,2026-06-23,2025-2026,guardian1609@example.com,"Fee record for term 1"
STU0001610,Student 1610,7,D,Pre-Primary,Library,30000,7500,22500,Partial,NEFT,2026-06-25,2026-09-15,2025-2026,guardian1610@example.com,"Fee record for term 3"
STU0001611,Student 1611,1,C,Secondary,Activity,30000,7500,22500,Partial,NEFT,2026-05-15,2026-06-27,2025-2026,guardian1611@example.com,"Fee record for term 3"
STU0001612,Student 1612,11,B,Commerce,Transport,15000,0,15000,Pending,Cash,2026-01-26,2026-01-26,2025-2026,guardian1612@example.com,"Fee record for term 2"
STU0001613,Student 1613,11,B,Pre-Primary,Hostel,30000,30000,0,Paid,Card,2026-09-17,2026-07-15,2025-2026,guardian1613@example.com,"Fee record for term 2"
STU0001614,Student 1614,2,D,Arts,Tuition,12000,9000,3000,Partial,UPI,2026-04-21,2026-09-26,2025-2026,guardian1614@example.com,"Fee record for term 3"
STU0001615,Student 1615,9,C,Senior,Hostel,15000,0,15000,Overdue,NEFT,2026-03-27,2026-04-28,2025-2026,guardian1615@example.com,"Fee record for term 2"
STU0001616,Student 1616,3,A,Primary,Library,22000,0,22000,Waived,Cash,2026-04-14,2026-05-11,2025-2026,guardian1616@example.com,"Fee record for term 3"
STU0001617,Student 1617,7,A,Pre-Primary,Activity,12000,0,12000,Pending,Cheque,2026-08-20,2026-01-23,2025-2026,guardian1617@example.com,"Fee record for term 3"
STU0001618,Student 1618,7,A,Secondary,Hostel,25000,0,25000,Waived,NEFT,2026-07-11,2026-06-13,2025-2026,guardian1618@example.com,"Fee record for term 3"
STU0001619,Student 1619,9,B,Arts,Library,22000,22000,0,Paid,UPI,2026-07-25,2026-05-24,2025-2026,guardian1619@example.com,"Fee record for term 2"
STU0001620,Student 1620,8,B,Primary,Lab,18000,0,18000,Overdue,Card,2026-03-26,2026-09-15,2025-2026,guardian1620@example.com,"Fee record for term 3"
STU0001621,Student 1621,9,D,Commerce,Hostel,18000,0,18000,Overdue,UPI,2026-01-15,2026-07-11,2025-2026,guardian1621@example.com,"Fee record for term 1"
STU0001622,Student 1622,5,D,Senior,Lab,30000,7500,22500,Partial,Cheque,2026-08-18,2026-04-22,2025-2026,guardian1622@example.com,"Fee record for term 1"
STU0001623,Student 1623,4,A,Secondary,Lab,30000,0,30000,Overdue,Card,2026-01-10,2026-07-12,2025-2026,guardian1623@example.com,"Fee record for term 1"
STU0001624,Student 1624,8,D,Arts,Tuition,18000,0,18000,Waived,Cash,2026-02-15,2026-01-28,2025-2026,guardian1624@example.com,"Fee record for term 2"
STU0001625,Student 1625,11,D,Science,Library,25000,0,25000,Pending,UPI,2026-01-23,2026-07-13,2025-2026,guardian1625@example.com,"Fee record for term 2"
STU0001626,Student 1626,8,C,Senior,Lab,15000,0,15000,Overdue,Cheque,2026-07-11,2026-05-25,2025-2026,guardian1626@example.com,"Fee record for term 3"
STU0001627,Student 1627,7,C,Commerce,Library,25000,0,25000,Waived,NEFT,2026-07-25,2026-01-25,2025-2026,guardian1627@example.com,"Fee record for term 3"
STU0001628,Student 1628,10,D,Arts,Transport,15000,0,15000,Waived,UPI,2026-03-13,2026-06-14,2025-2026,guardian1628@example.com,"Fee record for term 3"
STU0001629,Student 1629,4,B,Science,Activity,25000,0,25000,Overdue,Cash,2026-03-15,2026-01-28,2025-2026,guardian1629@example.com,"Fee record for term 1"
STU0001630,Student 1630,3,C,Pre-Primary,Library,15000,0,15000,Waived,Cash,2026-03-20,2026-05-15,2025-2026,guardian1630@example.com,"Fee record for term 3"
STU0001631,Student 1631,11,D,Science,Transport,22000,22000,0,Paid,Cash,2026-07-28,2026-05-13,2025-2026,guardian1631@example.com,"Fee record for term 3"
STU0001632,Student 1632,1,C,Senior,Hostel,30000,0,30000,Pending,Cash,2026-09-21,2026-03-11,2025-2026,guardian1632@example.com,"Fee record for term 3"
STU0001633,Student 1633,6,A,Secondary,Tuition,12000,0,12000,Overdue,Cash,2026-09-26,2026-08-10,2025-2026,guardian1633@example.com,"Fee record for term 1"
STU0001634,Student 1634,7,A,Secondary,Exam,15000,0,15000,Pending,UPI,2026-09-27,2026-02-27,2025-2026,guardian1634@example.com,"Fee record for term 2"
STU0001635,Student 1635,12,D,Science,Transport,22000,22000,0,Paid,Cash,2026-05-25,2026-06-28,2025-2026,guardian1635@example.com,"Fee record for term 2"
STU0001636,Student 1636,8,B,Pre-Primary,Hostel,12000,12000,0,Paid,NEFT,2026-05-14,2026-01-27,2025-2026,guardian1636@example.com,"Fee record for term 1"
STU0001637,Student 1637,5,D,Senior,Transport,15000,0,15000,Pending,Cash,2026-03-15,2026-06-19,2025-2026,guardian1637@example.com,"Fee record for term 3"
STU0001638,Student 1638,10,B,Senior,Exam,30000,0,30000,Overdue,Card,2026-03-25,2026-09-10,2025-2026,guardian1638@example.com,"Fee record for term 2"
STU0001639,Student 1639,10,D,Senior,Tuition,12000,12000,0,Paid,Cash,2026-03-15,2026-08-13,2025-2026,guardian1639@example.com,"Fee record for term 1"
STU0001640,Student 1640,9,D,Commerce,Transport,15000,0,15000,Overdue,UPI,2026-09-25,2026-06-26,2025-2026,guardian1640@example.com,"Fee record for term 1"
STU0001641,Student 1641,1,A,Primary,Exam,12000,0,12000,Overdue,UPI,2026-02-23,2026-09-24,2025-2026,guardian1641@example.com,"Fee record for term 3"
STU0001642,Student 1642,9,D,Senior,Exam,15000,15000,0,Paid,NEFT,2026-03-17,2026-03-20,2025-2026,guardian1642@example.com,"Fee record for term 3"
STU0001643,Student 1643,4,A,Primary,Tuition,22000,11000,11000,Partial,Card,2026-08-14,2026-03-16,2025-2026,guardian1643@example.com,"Fee record for term 1"
STU0001644,Student 1644,1,C,Secondary,Hostel,18000,0,18000,Pending,NEFT,2026-06-27,2026-02-19,2025-2026,guardian1644@example.com,"Fee record for term 3"
STU0001645,Student 1645,2,D,Commerce,Activity,12000,6000,6000,Partial,Card,2026-08-23,2026-08-23,2025-2026,guardian1645@example.com,"Fee record for term 3"
STU0001646,Student 1646,11,A,Pre-Primary,Lab,25000,12500,12500,Partial,Cheque,2026-04-10,2026-05-26,2025-2026,guardian1646@example.com,"Fee record for term 1"
STU0001647,Student 1647,10,D,Science,Hostel,30000,0,30000,Pending,Card,2026-08-20,2026-09-21,2025-2026,guardian1647@example.com,"Fee record for term 1"
