Student ID,Student Name,Department,Fee Category,Amount Due,Amount Paid,Payment Status,Due Date,Remarks
STU000930,Student 930,Commerce,Tuition,12000,6000,Partial,2026-03-15,Term 1 fee record
STU000931,Student 931,Senior,Tuition,25000,25000,Paid,2026-01-15,Term 2 fee record
STU000932,Student 932,Commerce,Tuition,18000,0,Pending,2026-02-15,Term 3 fee record
STU000933,Student 933,Senior,Tuition,12000,12000,Paid,2026-08-15,Term 1 fee record
STU000934,Student 934,Primary,Tuition,18000,0,Pending,2026-03-15,Term 2 fee record
STU000935,Student 935,Senior,Tuition,18000,0,Overdue,2026-05-15,Term 3 fee record
STU000936,Student 936,Primary,Tuition,18000,0,Pending,2026-07-15,Term 1 fee record
STU000937,Student 937,Science,Tuition,12000,0,Overdue,2026-03-15,Term 2 fee record
STU000938,Student 938,Commerce,Tuition,18000,18000,Paid,2026-01-15,Term 3 fee record
STU000939,Student 939,Secondary,Tuition,25000,0,Pending,2026-09-15,Term 1 fee record
STU000940,Student 940,Secondary,Tuition,25000,12500,Partial,2026-03-15,Term 2 fee record
STU000941,Student 941,Secondary,Tuition,25000,12500,Partial,2026-05-15,Term 3 fee record
STU000942,Student 942,Commerce,Tuition,12000,6000,Partial,2026-04-15,Term 1 fee record
STU000943,Student 943,Primary,Tuition,18000,18000,Paid,2026-09-15,Term 2 fee record
STU000944,Student 944,Secondary,Tuition,12000,0,Pending,2026-04-15,Term 3 fee record
STU000945,Student 945,Commerce,Tuition,18000,0,Overdue,2026-06-15,Term 1 fee record
STU000946,Student 946,Primary,Tuition,12000,6000,Partial,2026-03-15,Term 2 fee record
STU000947,Student 947,Secondary,Tuition,12000,0,Pending,2026-02-15,Term 3 fee record
STU000948,Student 948,Commerce,Tuition,25000,0,Overdue,2026-04-15,Term 1 fee record
STU000949,Student 949,Commerce,Tuition,25000,12500,Partial,2026-06-15,Term 2 fee record
STU000950,Student 950,Senior,Tuition,12000,6000,Partial,2026-08-15,Term 3 fee record
STU000951,Student 951,Secondary,Tuition,18000,9000,Partial,2026-05-15,Term 1 fee record
STU000952,Student 952,Senior,Tuition,18000,18000,Paid,2026-07-15,Term 2 fee record
STU000953,Student 953,Secondary,Tuition,18000,18000,Paid,2026-05-15,Term 3 fee record
STU000954,Student 954,Primary,Tuition,25000,0,Overdue,2026-03-15,Term 1 fee record
STU000955,Student 955,Science,Tuition,25000,25000,Paid,2026-05-15,Term 2 fee record
STU000956,Student 956,Primary,Tuition,18000,0,Pending,2026-02-15,Term 3 fee record
STU000957,Student 957,Secondary,Tuition,18000,0,Overdue,2026-05-15,Term 1 fee record
STU000958,Student 958,Senior,Tuition,18000,9000,Partial,2026-08-15,Term 2 fee record
STU000959,Student 959,Science,Tuition,12000,0,Pending,2026-06-15,Term 3 fee record
STU000960,Student 960,Primary,Tuition,18000,0,Pending,2026-02-15,Term 1 fee record
STU000961,Student 961,Primary,Tuition,18000,18000,Paid,2026-09-15,Term 2 fee record
STU000962,Student 962,Commerce,Tuition,12000,0,Pending,2026-08-15,Term 3 fee record
STU000963,Student 963,Senior,Tuition,25000,0,Overdue,2026-06-15,Term 1 fee record
STU000964,Student 964,Commerce,Tuition,12000,0,Overdue,2026-06-15,Term 2 fee record
STU000965,Student 965,Senior,Tuition,18000,0,Pending,2026-02-15,Term 3 fee record
STU000966,Student 966,Primary,Tuition,12000,6000,Partial,2026-03-15,Term 1 fee record
STU000967,Student 967,Science,Tuition,25000,25000,Paid,2026-02-15,Term 2 fee record
STU000968,Student 968,Science,Tuition,12000,0,Overdue,2026-03-15,Term 3 fee record
STU000969,Student 969,Science,Tuition,18000,9000,Partial,2026-05-15,Term 1 fee record
STU000970,Student 970,Commerce,Tuition,18000,18000,Paid,2026-01-15,Term 2 fee record
STU000971,Student 971,Senior,Tuition,18000,0,Pending,2026-02-15,Term 3 fee record
STU000972,Student 972,Science,Tuition,12000,0,Overdue,2026-08-15,Term 1 fee record
STU000973,Student 973,Primary,Tuition,12000,0,Pending,2026-03-15,Term 2 fee record
STU000974,Student 974,Commerce,Tuition,18000,18000,Paid,2026-03-15,Term 3 fee record
STU000975,Student 975,Science,Tuition,18000,0,Pending,2026-05-15,Term 1 fee record
STU000976,Student 976,Primary,Tuition,25000,12500,Partial,2026-06-15,Term 2 fee record
STU000977,Student 977,Commerce,Tuition,18000,18000,Paid,2026-09-15,Term 3 fee record
STU000978,Student 978,Secondary,Tuition,18000,18000,Paid,2026-02-15,Term 1 fee record
STU000979,Student 979,Science,Tuition,18000,9000,Partial,2026-03-15,Term 2 fee record
STU000980,Student 980,Science,Tuition,18000,9000,Partial,2026-04-15,Term 3 fee record
STU000981,Student 981,Primary,Tuition,18000,0,Overdue,2026-05-15,Term 1 fee record
STU000982,Student 982,Primary,Tuition,12000,0,Overdue,2026-09-15,Term 2 fee record
STU000983,Student 983,Science,Tuition,12000,0,Pending,2026-09-15,Term 3 fee record
STU000984,Student 984,Primary,Tuition,25000,0,Overdue,2026-04-15,Term 1 fee record
STU000985,Student 985,Secondary,Tuition,25000,0,Overdue,2026-08-15,Term 2 fee record
STU000986,Student 986,Secondary,Tuition,25000,0,Overdue,2026-08-15,Term 3 fee record
STU000987,Student 987,Primary,Tuition,25000,0,Pending,2026-06-15,Term 1 fee record
STU000988,Student 988,Secondary,Tuition,12000,0,Overdue,2026-02-15,Term 2 fee record
STU000989,Student 989,Secondary,Tuition,12000,0,Overdue,2026-06-15,Term 3 fee record
STU000990,Student 990,Senior,Tuition,12000,0,Pending,2026-09-15,Term 1 fee record
STU000991,Student 991,Commerce,Tuition,18000,0,Overdue,2026-01-15,Term 2 fee record
STU000992,Student 992,Commerce,Tuition,18000,9000,Partial,2026-09-15,Term 3 fee record
STU000993,Student 993,Science,Tuition,25000,12500,Partial,2026-03-15,Term 1 fee record
STU000994,Student 994,Science,Tuition,12000,12000,Paid,2026-07-15,Term 2 fee record
STU000995,Student 995,Primary,Tuition,25000,12500,Partial,2026-09-15,Term 3 fee record
STU000996,Student 996,Secondary,Tuition,12000,0,Overdue,2026-06-15,Term 1 fee record
STU000997,Student 997,Senior,Tuition,12000,12000,Paid,2026-04-15,Term 2 fee record
STU000998,Student 998,Senior,Tuition,18000,18000,Paid,2026-03-15,Term 3 fee record
STU000999,Student 999,Senior,Tuition,12000,0,Overdue,2026-03-15,Term 1 fee record
STU001000,Student 1000,Senior,Tuition,12000,12000,Paid,2026-01-15,Term 2 fee record
STU001001,Student 1001,Secondary,Tuition,18000,0,Pending,2026-02-15,Term 3 fee record
STU001002,Student 1002,Commerce,Tuition,12000,0,Pending,2026-06-15,Term 1 fee record
STU001003,Student 1003,Senior,Tuition,18000,18000,Paid,2026-01-15,Term 2 fee record
STU001004,Student 1004,Senior,Tuition,18000,0,Overdue,2026-02-15,Term 3 fee record
STU001005,Student 1005,Senior,Tuition,18000,18000,Paid,2026-02-15,Term 1 fee record
STU001006,Student 1006,Science,Tuition,18000,9000,Partial,2026-02-15,Term 2 fee record
STU001007,Student 1007,Secondary,Tuition,12000,6000,Partial,2026-04-15,Term 3 fee record
STU001008,Student 1008,Senior,Tuition,12000,0,Overdue,2026-08-15,Term 1 fee record
STU001009,Student 1009,Secondary,Tuition,12000,6000,Partial,2026-02-15,Term 2 fee record
STU001010,Student 1010,Primary,Tuition,18000,18000,Paid,2026-05-15,Term 3 fee record
STU001011,Student 1011,Commerce,Tuition,18000,9000,Partial,2026-07-15,Term 1 fee record
STU001012,Student 1012,Primary,Tuition,12000,0,Overdue,2026-07-15,Term 2 fee record
STU001013,Student 1013,Science,Tuition,12000,0,Overdue,2026-06-15,Term 3 fee record
STU001014,Student 1014,Commerce,Tuition,18000,0,Pending,2026-02-15,Term 1 fee record
STU001015,Student 1015,Commerce,Tuition,12000,6000,Partial,2026-05-15,Term 2 fee record
STU001016,Student 1016,Commerce,Tuition,25000,12500,Partial,2026-09-15,Term 3 fee record
STU001017,Student 1017,Primary,Tuition,18000,9000,Partial,2026-08-15,Term 1 fee record
STU001018,Student 1018,Senior,Tuition,25000,25000,Paid,2026-08-15,Term 2 fee record
STU001019,Student 1019,Senior,Tuition,18000,18000,Paid,2026-01-15,Term 3 fee record
STU001020,Student 1020,Senior,Tuition,12000,6000,Partial,2026-03-15,Term 1 fee record
STU001021,Student 1021,Primary,Tuition,12000,0,Pending,2026-08-15,Term 2 fee record
STU001022,Student 1022,Primary,Tuition,25000,25000,Paid,2026-06-15,Term 3 fee record
STU001023,Student 1023,Science,Tuition,12000,0,Overdue,2026-09-15,Term 1 fee record
STU001024,Student 1024,Commerce,Tuition,12000,12000,Paid,2026-02-15,Term 2 fee record
STU001025,Student 1025,Primary,Tuition,18000,0,Overdue,2026-06-15,Term 3 fee record
STU001026,Student 1026,Science,Tuition,18000,9000,Partial,2026-07-15,Term 1 fee record
STU001027,Student 1027,Senior,Tuition,25000,0,Pending,2026-08-15,Term 2 fee record
STU001028,Student 1028,Science,Tuition,25000,25000,Paid,2026-09-15,Term 3 fee record
STU001029,Student 1029,Science,Tuition,25000,25000,Paid,2026-08-15,Term 1 fee record
STU001030,Student 1030,Primary,Tuition,12000,0,Overdue,2026-03-15,Term 2 fee record
STU001031,Student 1031,Secondary,Tuition,25000,12500,Partial,2026-08-15,Term 3 fee record
STU001032,Student 1032,Commerce,Tuition,12000,6000,Partial,2026-01-15,Term 1 fee record
STU001033,Student 1033,Commerce,Tuition,18000,0,Pending,2026-05-15,Term 2 fee record
STU001034,Student 1034,Commerce,Tuition,12000,0,Overdue,2026-01-15,Term 3 fee record
STU001035,Student 1035,Primary,Tuition,25000,25000,Paid,2026-08-15,Term 1 fee record
STU001036,Student 1036,Senior,Tuition,18000,0,Pending,2026-03-15,Term 2 fee record
STU001037,Student 1037,Commerce,Tuition,12000,0,Overdue,2026-02-15,Term 3 fee record
STU001038,Student 1038,Senior,Tuition,18000,0,Pending,2026-09-15,Term 1 fee record
STU001039,Student 1039,Secondary,Tuition,25000,25000,Paid,2026-06-15,Term 2 fee record
STU001040,Student 1040,Science,Tuition,18000,0,Overdue,2026-08-15,Term 3 fee record
STU001041,Student 1041,Secondary,Tuition,25000,0,Overdue,2026-05-15,Term 1 fee record
STU001042,Student 1042,Secondary,Tuition,12000,0,Pending,2026-04-15,Term 2 fee record
STU001043,Student 1043,Science,Tuition,18000,0,Overdue,2026-06-15,Term 3 fee record
STU001044,Student 1044,Senior,Tuition,25000,12500,Partial,2026-01-15,Term 1 fee record
STU001045,Student 1045,Secondary,Tuition,12000,12000,Paid,2026-01-15,Term 2 fee record
STU001046,Student 1046,Primary,Tuition,25000,0,Pending,2026-04-15,Term 3 fee record
STU001047,Student 1047,Senior,Tuition,12000,12000,Paid,2026-09-15,Term 1 fee record
STU001048,Student 1048,Senior,Tuition,12000,0,Overdue,2026-08-15,Term 2 fee record
STU001049,Student 1049,Science,Tuition,12000,6000,Partial,2026-05-15,Term 3 fee record
STU001050,Student 1050,Secondary,Tuition,25000,12500,Partial,2026-03-15,Term 1 fee record
STU001051,Student 1051,Secondary,Tuition,18000,0,Pending,2026-04-15,Term 2 fee record
STU001052,Student 1052,Primary,Tuition,25000,25000,Paid,2026-07-15,Term 3 fee record
STU001053,Student 1053,Science,Tuition,25000,12500,Partial,2026-02-15,Term 1 fee record
STU001054,Student 1054,Primary,Tuition,25000,25000,Paid,2026-07-15,Term 2 fee record
STU001055,Student 1055,Primary,Tuition,12000,0,Overdue,2026-08-15,Term 3 fee record
STU001056,Student 1056,Senior,Tuition,25000,0,Pending,2026-07-15,Term 1 fee record
STU001057,Student 1057,Primary,Tuition,18000,18000,Paid,2026-07-15,Term 2 fee record
STU001058,Student 1058,Commerce,Tuition,25000,0,Overdue,2026-04-15,Term 3 fee record
STU001059,Student 1059,Commerce,Tuition,12000,0,Overdue,2026-09-15,Term 1 fee record
STU001060,Student 1060,Secondary,Tuition,25000,25000,Paid,2026-01-15,Term 2 fee record
STU001061,Student 1061,Secondary,Tuition,18000,0,Pending,2026-03-15,Term 3 fee record
STU001062,Student 1062,Science,Tuition,12000,0,Overdue,2026-03-15,Term 1 fee record
STU001063,Student 1063,Science,Tuition,25000,25000,Paid,2026-03-15,Term 2 fee record
STU001064,Student 1064,Science,Tuition,25000,12500,Partial,2026-03-15,Term 3 fee record
STU001065,Student 1065,Senior,Tuition,18000,18000,Paid,2026-02-15,Term 1 fee record
STU001066,Student 1066,Science,Tuition,18000,18000,Paid,2026-01-15,Term 2 fee record
STU001067,Student 1067,Science,Tuition,25000,0,Overdue,2026-08-15,Term 3 fee record
STU001068,Student 1068,Commerce,Tuition,12000,0,Overdue,2026-01-15,Term 1 fee record
STU001069,Student 1069,Science,Tuition,25000,0,Pending,2026-06-15,Term 2 fee record
STU001070,Student 1070,Primary,Tuition,18000,18000,Paid,2026-06-15,Term 3 fee record
STU001071,Student 1071,Commerce,Tuition,25000,0,Overdue,2026-04-15,Term 1 fee record
STU001072,Student 1072,Commerce,Tuition,12000,0,Pending,2026-07-15,Term 2 fee record
STU001073,Student 1073,Science,Tuition,25000,25000,Paid,2026-06-15,Term 3 fee record
STU001074,Student 1074,Science,Tuition,18000,18000,Paid,2026-07-15,Term 1 fee record
STU001075,Student 1075,Primary,Tuition,18000,9000,Partial,2026-02-15,Term 2 fee record
STU001076,Student 1076,Commerce,Tuition,25000,12500,Partial,2026-02-15,Term 3 fee record
STU001077,Student 1077,Senior,Tuition,12000,0,Overdue,2026-01-15,Term 1 fee record
STU001078,Student 1078,Science,Tuition,18000,0,Pending,2026-09-15,Term 2 fee record
STU001079,Student 1079,Senior,Tuition,18000,0,Pending,2026-01-15,Term 3 fee record
STU001080,Student 1080,Commerce,Tuition,25000,12500,Partial,2026-05-15,Term 1 fee record
STU001081,Student 1081,Science,Tuition,18000,0,Overdue,2026-05-15,Term 2 fee record
STU001082,Student 1082,Primary,Tuition,25000,12500,Partial,2026-07-15,Term 3 fee record
STU001083,Student 1083,Science,Tuition,18000,9000,Partial,2026-03-15,Term 1 fee record
STU001084,Student 1084,Primary,Tuition,18000,0,Overdue,2026-06-15,Term 2 fee record
STU001085,Student 1085,Primary,Tuition,12000,0,Pending,2026-09-15,Term 3 fee record
STU001086,Student 1086,Science,Tuition,25000,0,Pending,2026-02-15,Term 1 fee record
STU001087,Student 1087,Science,Tuition,25000,0,Overdue,2026-08-15,Term 2 fee record
STU001088,Student 1088,Senior,Tuition,12000,0,Overdue,2026-09-15,Term 3 fee record
STU001089,Student 1089,Commerce,Tuition,18000,18000,Paid,2026-07-15,Term 1 fee record
STU001090,Student 1090,Senior,Tuition,12000,12000,Paid,2026-02-15,Term 2 fee record
STU001091,Student 1091,Senior,Tuition,12000,0,Pending,2026-08-15,Term 3 fee record
STU001092,Student 1092,Senior,Tuition,25000,0,Overdue,2026-09-15,Term 1 fee record
STU001093,Student 1093,Senior,Tuition,12000,6000,Partial,2026-02-15,Term 2 fee record
STU001094,Student 1094,Commerce,Tuition,25000,25000,Paid,2026-02-15,Term 3 fee record
STU001095,Student 1095,Secondary,Tuition,25000,0,Pending,2026-09-15,Term 1 fee record
STU001096,Student 1096,Secondary,Tuition,25000,25000,Paid,2026-01-15,Term 2 fee record
STU001097,Student 1097,Commerce,Tuition,25000,0,Overdue,2026-08-15,Term 3 fee record
STU001098,Student 1098,Senior,Tuition,12000,0,Overdue,2026-01-15,Term 1 fee record
STU001099,Student 1099,Commerce,Tuition,25000,25000,Paid,2026-02-15,Term 2 fee record
STU001100,Student 1100,Commerce,Tuition,18000,0,Pending,2026-06-15,Term 3 fee record
STU001101,Student 1101,Commerce,Tuition,25000,0,Pending,2026-09-15,Term 1 fee record
STU001102,Student 1102,Senior,Tuition,25000,12500,Partial,2026-05-15,Term 2 fee record
STU001103,Student 1103,Commerce,Tuition,18000,18000,Paid,2026-06-15,Term 3 fee record
STU001104,Student 1104,Primary,Tuition,12000,0,Pending,2026-02-15,Term 1 fee record
STU001105,Student 1105,Primary,Tuition,12000,0,Overdue,2026-08-15,Term 2 fee record
STU001106,Student 1106,Science,Tuition,12000,12000,Paid,2026-06-15,Term 3 fee record
STU001107,Student 1107,Senior,Tuition,25000,0,Overdue,2026-05-15,Term 1 fee record
STU001108,Student 1108,Secondary,Tuition,12000,12000,Paid,2026-01-15,Term 2 fee record
STU001109,Student 1109,Secondary,Tuition,12000,12000,Paid,2026-08-15,Term 3 fee record
STU001110,Student 1110,Commerce,Tuition,25000,0,Overdue,2026-06-15,Term 1 fee record
STU001111,Student 1111,Senior,Tuition,25000,12500,Partial,2026-04-15,Term 2 fee record
STU001112,Student 1112,Primary,Tuition,25000,0,Overdue,2026-08-15,Term 3 fee record
STU001113,Student 1113,Science,Tuition,12000,6000,Partial,2026-09-15,Term 1 fee record
STU001114,Student 1114,Secondary,Tuition,12000,0,Pending,2026-04-15,Term 2 fee record
STU001115,Student 1115,Secondary,Tuition,18000,0,Pending,2026-05-15,Term 3 fee record
STU001116,Student 1116,Primary,Tuition,12000,0,Overdue,2026-04-15,Term 1 fee record
STU001117,Student 1117,Primary,Tuition,25000,0,Overdue,2026-06-15,Term 2 fee record
STU001118,Student 1118,Secondary,Tuition,12000,12000,Paid,2026-05-15,Term 3 fee record
STU001119,Student 1119,Primary,Tuition,25000,25000,Paid,2026-06-15,Term 1 fee record
STU001120,Student 1120,Primary,Tuition,12000,6000,Partial,2026-04-15,Term 2 fee record
STU001121,Student 1121,Science,Tuition,18000,0,Pending,2026-04-15,Term 3 fee record
STU001122,Student 1122,Science,Tuition,12000,6000,Partial,2026-05-15,Term 1 fee record
STU001123,Student 1123,Commerce,Tuition,12000,0,Pending,2026-02-15,Term 2 fee record
STU001124,Student 1124,Commerce,Tuition,25000,12500,Partial,2026-02-15,Term 3 fee record
STU001125,Student 1125,Senior,Tuition,12000,0,Overdue,2026-01-15,Term 1 fee record
STU001126,Student 1126,Science,Tuition,25000,0,Overdue,2026-04-15,Term 2 fee record
STU001127,Student 1127,Secondary,Tuition,25000,0,Overdue,2026-08-15,Term 3 fee record
STU001128,Student 1128,Primary,Tuition,12000,0,Pending,2026-08-15,Term 1 fee record
STU001129,Student 1129,Science,Tuition,18000,0,Pending,2026-02-15,Term 2 fee record
STU001130,Student 1130,Commerce,Tuition,25000,12500,Partial,2026-01-15,Term 3 fee record
STU001131,Student 1131,Primary,Tuition,25000,25000,Paid,2026-08-15,Term 1 fee record
STU001132,Student 1132,Secondary,Tuition,25000,0,Overdue,2026-03-15,Term 2 fee record
STU001133,Student 1133,Science,Tuition,12000,0,Overdue,2026-04-15,Term 3 fee record
STU001134,Student 1134,Secondary,Tuition,12000,0,Pending,2026-08-15,Term 1 fee record
STU001135,Student 1135,Science,Tuition,12000,6000,Partial,2026-08-15,Term 2 fee record
STU001136,Student 1136,Primary,Tuition,18000,18000,Paid,2026-03-15,Term 3 fee record
STU001137,Student 1137,Primary,Tuition,18000,0,Pending,2026-05-15,Term 1 fee record
STU001138,Student 1138,Science,Tuition,25000,0,Pending,2026-05-15,Term 2 fee record
STU001139,Student 1139,Commerce,Tuition,18000,0,Pending,2026-08-15,Term 3 fee record
STU001140,Student 1140,Secondary,Tuition,25000,25000,Paid,2026-08-15,Term 1 fee record
STU001141,Student 1141,Secondary,Tuition,12000,0,Overdue,2026-06-15,Term 2 fee record
STU001142,Student 1142,Primary,Tuition,18000,0,Pending,2026-08-15,Term 3 fee record
STU001143,Student 1143,Commerce,Tuition,18000,0,Overdue,2026-03-15,Term 1 fee record
STU001144,Student 1144,Commerce,Tuition,18000,9000,Partial,2026-05-15,Term 2 fee record
STU001145,Student 1145,Senior,Tuition,12000,6000,Partial,2026-09-15,Term 3 fee record
STU001146,Student 1146,Science,Tuition,12000,0,Pending,2026-09-15,Term 1 fee record
STU001147,Student 1147,Commerce,Tuition,12000,6000,Partial,2026-02-15,Term 2 fee record
STU001148,Student 1148,Secondary,Tuition,18000,0,Overdue,2026-02-15,Term 3 fee record
STU001149,Student 1149,Science,Tuition,18000,0,Overdue,2026-08-15,Term 1 fee record
STU001150,Student 1150,Science,Tuition,12000,12000,Paid,2026-07-15,Term 2 fee record
STU001151,Student 1151,Primary,Tuition,12000,0,Overdue,2026-03-15,Term 3 fee record
STU001152,Student 1152,Commerce,Tuition,12000,12000,Paid,2026-02-15,Term 1 fee record
STU001153,Student 1153,Primary,Tuition,12000,12000,Paid,2026-02-15,Term 2 fee record
STU001154,Student 1154,Senior,Tuition,18000,0,Pending,2026-09-15,Term 3 fee record
STU001155,Student 1155,Secondary,Tuition,12000,12000,Paid,2026-06-15,Term 1 fee record
STU001156,Student 1156,Secondary,Tuition,18000,18000,Paid,2026-02-15,Term 2 fee record
STU001157,Student 1157,Primary,Tuition,18000,0,Pending,2026-04-15,Term 3 fee record
STU001158,Student 1158,Commerce,Tuition,25000,12500,Partial,2026-09-15,Term 1 fee record
STU001159,Student 1159,Secondary,Tuition,12000,0,Overdue,2026-04-15,Term 2 fee record
STU001160,Student 1160,Primary,Tuition,12000,0,Overdue,2026-02-15,Term 3 fee record
STU001161,Student 1161,Primary,Tuition,18000,0,Pending,2026-06-15,Term 1 fee record
STU001162,Student 1162,Secondary,Tuition,25000,12500,Partial,2026-03-15,Term 2 fee record
STU001163,Student 1163,Science,Tuition,25000,0,Pending,2026-05-15,Term 3 fee record
STU001164,Student 1164,Senior,Tuition,25000,12500,Partial,2026-04-15,Term 1 fee record
STU001165,Student 1165,Science,Tuition,18000,0,Pending,2026-06-15,Term 2 fee record
STU001166,Student 1166,Senior,Tuition,12000,12000,Paid,2026-01-15,Term 3 fee record
STU001167,Student 1167,Primary,Tuition,18000,18000,Paid,2026-04-15,Term 1 fee record
STU001168,Student 1168,Primary,Tuition,12000,12000,Paid,2026-04-15,Term 2 fee record
STU001169,Student 1169,Commerce,Tuition,25000,0,Pending,2026-05-15,Term 3 fee record
STU001170,Student 1170,Primary,Tuition,12000,6000,Partial,2026-03-15,Term 1 fee record
STU001171,Student 1171,Science,Tuition,25000,0,Pending,2026-04-15,Term 2 fee record
STU001172,Student 1172,Primary,Tuition,25000,12500,Partial,2026-07-15,Term 3 fee record
STU001173,Student 1173,Secondary,Tuition,25000,12500,Partial,2026-07-15,Term 1 fee record
STU001174,Student 1174,Primary,Tuition,12000,0,Pending,2026-04-15,Term 2 fee record
STU001175,Student 1175,Commerce,Tuition,18000,18000,Paid,2026-03-15,Term 3 fee record
STU001176,Student 1176,Science,Tuition,25000,12500,Partial,2026-09-15,Term 1 fee record
STU001177,Student 1177,Science,Tuition,12000,0,Pending,2026-09-15,Term 2 fee record
STU001178,Student 1178,Senior,Tuition,25000,0,Pending,2026-02-15,Term 3 fee record
STU001179,Student 1179,Senior,Tuition,25000,0,Overdue,2026-02-15,Term 1 fee record
STU001180,Student 1180,Science,Tuition,18000,18000,Paid,2026-07-15,Term 2 fee record
STU001181,Student 1181,Commerce,Tuition,25000,0,Overdue,2026-03-15,Term 3 fee record
STU001182,Student 1182,Secondary,Tuition,25000,25000,Paid,2026-05-15,Term 1 fee record
STU001183,Student 1183,Secondary,Tuition,12000,12000,Paid,2026-02-15,Term 2 fee record
STU001184,Student 1184,Science,Tuition,12000,0,Pending,2026-08-15,Term 3 fee record
STU001185,Student 1185,Senior,Tuition,18000,0,Pending,2026-09-15,Term 1 fee record
STU001186,Student 1186,Senior,Tuition,18000,0,Pending,2026-02-15,Term 2 fee record
STU001187,Student 1187,Science,Tuition,25000,12500,Partial,2026-05-15,Term 3 fee record
STU001188,Student 1188,Senior,Tuition,25000,0,Pending,2026-05-15,Term 1 fee record
STU001189,Student 1189,Commerce,Tuition,18000,0,Overdue,2026-09-15,Term 2 fee record
STU001190,Student 1190,Secondary,Tuition,12000,6000,Partial,2026-09-15,Term 3 fee record
STU001191,Student 1191,Science,Tuition,18000,9000,Partial,2026-03-15,Term 1 fee record
STU001192,Student 1192,Primary,Tuition,18000,0,Overdue,2026-02-15,Term 2 fee record
STU001193,Student 1193,Science,Tuition,12000,6000,Partial,2026-04-15,Term 3 fee record
STU001194,Student 1194,Science,Tuition,18000,0,Overdue,2026-09-15,Term 1 fee record
STU001195,Student 1195,Primary,Tuition,18000,9000,Partial,2026-09-15,Term 2 fee record
STU001196,Student 1196,Commerce,Tuition,25000,25000,Paid,2026-08-15,Term 3 fee record
STU001197,Student 1197,Secondary,Tuition,25000,0,Overdue,2026-07-15,Term 1 fee record
STU001198,Student 1198,Senior,Tuition,25000,12500,Partial,2026-03-15,Term 2 fee record
STU001199,Student 1199,Secondary,Tuition,12000,0,Pending,2026-03-15,Term 3 fee record
STU001200,Student 1200,Senior,Tuition,12000,0,Pending,2026-02-15,Term 1 fee record
STU001201,Student 1201,Primary,Tuition,25000,0,Overdue,2026-09-15,Term 2 fee record
STU001202,Student 1202,Primary,Tuition,12000,0,Overdue,2026-08-15,Term 3 fee record
STU001203,Student 1203,Senior,Tuition,12000,6000,Partial,2026-08-15,Term 1 fee record
STU001204,Student 1204,Science,Tuition,18000,18000,Paid,2026-09-15,Term 2 fee record
STU001205,Student 1205,Science,Tuition,18000,18000,Paid,2026-07-15,Term 3 fee record
STU001206,Student 1206,Science,Tuition,18000,0,Pending,2026-05-15,Term 1 fee record
STU001207,Student 1207,Secondary,Tuition,18000,18000,Paid,2026-08-15,Term 2 fee record
STU001208,Student 1208,Commerce,Tuition,18000,9000,Partial,2026-03-15,Term 3 fee record
STU001209,Student 1209,Secondary,Tuition,18000,0,Pending,2026-08-15,Term 1 fee record
STU001210,Student 1210,Senior,Tuition,12000,0,Overdue,2026-05-15,Term 2 fee record
STU001211,Student 1211,Secondary,Tuition,18000,0,Overdue,2026-04-15,Term 3 fee record
STU001212,Student 1212,Senior,Tuition,25000,12500,Partial,2026-05-15,Term 1 fee record
STU001213,Student 1213,Commerce,Tuition,18000,0,Overdue,2026-05-15,Term 2 fee record
STU001214,Student 1214,Commerce,Tuition,25000,12500,Partial,2026-08-15,Term 3 fee record
STU001215,Student 1215,Commerce,Tuition,18000,0,Overdue,2026-03-15,Term 1 fee record
STU001216,Student 1216,Science,Tuition,25000,0,Overdue,2026-04-15,Term 2 fee record
STU001217,Student 1217,Primary,Tuition,12000,0,Pending,2026-06-15,Term 3 fee record
STU001218,Student 1218,Science,Tuition,12000,12000,Paid,2026-01-15,Term 1 fee record
STU001219,Student 1219,Secondary,Tuition,18000,18000,Paid,2026-08-15,Term 2 fee record
STU001220,Student 1220,Primary,Tuition,12000,0,Overdue,2026-03-15,Term 3 fee record
STU001221,Student 1221,Primary,Tuition,18000,18000,Paid,2026-07-15,Term 1 fee record
STU001222,Student 1222,Commerce,Tuition,18000,0,Overdue,2026-04-15,Term 2 fee record
STU001223,Student 1223,Primary,Tuition,25000,25000,Paid,2026-04-15,Term 3 fee record
STU001224,Student 1224,Senior,Tuition,18000,9000,Partial,2026-08-15,Term 1 fee record
STU001225,Student 1225,Commerce,Tuition,25000,25000,Paid,2026-07-15,Term 2 fee record
STU001226,Student 1226,Secondary,Tuition,18000,0,Pending,2026-03-15,Term 3 fee record
STU001227,Student 1227,Senior,Tuition,18000,0,Overdue,2026-04-15,Term 1 fee record
STU001228,Student 1228,Primary,Tuition,25000,25000,Paid,2026-04-15,Term 2 fee record
STU001229,Student 1229,Senior,Tuition,12000,0,Pending,2026-09-15,Term 3 fee record
STU001230,Student 1230,Secondary,Tuition,18000,18000,Paid,2026-01-15,Term 1 fee record
STU001231,Student 1231,Primary,Tuition,25000,12500,Partial,2026-06-15,Term 2 fee record
STU001232,Student 1232,Commerce,Tuition,12000,0,Overdue,2026-04-15,Term 3 fee record
STU001233,Student 1233,Senior,Tuition,25000,0,Pending,2026-02-15,Term 1 fee record
STU001234,Student 1234,Primary,Tuition,25000,25000,Paid,2026-02-15,Term 2 fee record
